threshold,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr
0.01,2,0,1000,1,2
0.001,2,0,1000,1,2
0.0001,2,0,1000,1,2
1e-05,2,0,1000,1,2
1e-06,2,0,1000,1,2
1e-07,1,0,1000,1,1
1e-08,0,0,10,0,0
