threshold,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr,gs,mgs,sciQR,re_orth,torch_qr
0.01,0,0,1,0,0
1e-05,0,0,0,0,0
1e-08,0,0,0,0,0
